"Store Name","Item Name",Unit,Category,"Opening Stock","Goods Receipt","Goods Return","Received Issue","Inventory Adjustment",Consumption,Wastage,"Inventory Deducted","Issued Items","Intransist Items","Manufactured Items","Manufactured Deductions","Closing Stock"
"576275: Kasba, Kolkata","NIC Alphonso Mango Sugarless 500ml",Nos,"Sugarless 500 Ml Ice Creams",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Anjeer Sugarless 500ml",Nos,"Sugarless 500 Ml Ice Creams",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Belgian Chocolate Sugarless 500ml",Nos,"Sugarless 500 Ml Ice Creams",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Roasted Almond Sugarless 500ml",Nos,"Sugarless 500 Ml Ice Creams",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Tender Coconut Sugarless 500ml",Nos,"Sugarless 500 Ml Ice Creams",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Chocobar 60ml X 12",Nos,"Yummo - Bars",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Chocoexplosion 60ml X 12",Nos,"Yummo - Bars",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Shahi Kulfi 50ml X 16",Nos,"Yummo - Bars",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Alphonso Mango Cone 120ml X 8",Nos,"Yummo - Cones",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Black Currant Cone 120ml X 8",Nos,"Yummo - Cones",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Butterscotch Cone 120ml X 8",Nos,"Yummo - Cones",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Choco Delight Cone 120ml X 8",Nos,"Yummo - Cones",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Strawberry Cone 120ml X 8",Nos,"Yummo - Cones",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Alphonso Mango 100ml X 8 Cup",Nos,"Yummo - Cups",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Butterscotch 100ml X 8 Cup",Nos,"Yummo - Cups",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Choco Delight 100ml X 8 Cup",Nos,"Yummo - Cups",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Strawberry 100ml X 8 Cup",Nos,"Yummo - Cups",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Vanilla 100ml X 8 Cup",Nos,"Yummo - Cups",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Alphonso Mango 1ltr Tub",Nos,"Yummo - Family Pack",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Butterscotch 1ltr Tub",Nos,"Yummo - Family Pack",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Choco Delight 1ltr Tub",Nos,"Yummo - Family Pack",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Strawberry 1ltr Tub",Nos,"Yummo - Family Pack",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Vanilla 1ltr Tub",Nos,"Yummo - Family Pack",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Alphonso Mango 500ml Tub",Nos,"Yummo - Tubs",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Butterscotch 500ml Tub",Nos,"Yummo - Tubs",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Choco Delight 500ml Tub",Nos,"Yummo - Tubs",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Strawberry 500ml Tub",Nos,"Yummo - Tubs",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Vanilla 500ml Tub",Nos,"Yummo - Tubs",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Gelpro Ice Pack 6*4",Nos,"Yummo Packing",0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata",---,Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","CP Matka Kulfi Mango 100ml X 2",Box,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","CP Stick Kulfi Mango 70ml X 1",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Grameen Slice Kulfi Butterscotch 90ml X 3",Box,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Grameen Slice Kulfi Gud Badaam 90ml X 3",Box,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Butter Scotch 100ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Butter Scotch 500ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Choco Walnut 500ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Cookies N Cream 100ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Guava 100ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Jack Fruit 100ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Jaggery 100ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Jaggery Almond 100ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Kaju Kishmish 100ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Kala Jamun 100ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Kesar Pista 100ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Kheer 500ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Kulfi 500ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Lemon Grass 100ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Moong Dal Halwa 500ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Muskmelon 100ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Nolen Gur Ice Cream 500ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Rasgulla 500ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","NIC Velvety Nutella 100ml",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Polythene Bag 1 Kg Y",Kg,,0,0,0,0,0,0,0,0,0,0,0,0,0
"576275: Kasba, Kolkata","Yummo Crunchy Chocobar 60ml X 1",Nos,,0,0,0,0,0,0,0,0,0,0,0,0,0
